model,model_display_name,drug,comparison_id,run_id_1,run_id_2,source_file_1,source_file_2,pairwise_similarity,similarity_method,notes,model_raw_for_mapping,model_order,replicate_definition,panel,plotted_value
GPT-5.5,GPT-5-mini,nifedipine,01_vs_16,01_vs_16_rep01,01_vs_16_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs16-硝苯地平控释片30mg-亚宝-241001-Side-36h-750X-1-1.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs16-硝苯地平控释片30mg-亚宝-241001-Side-36h-750X-1-3.docx,0.126,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
GPT-5.5,GPT-5-mini,nifedipine,01_vs_16,01_vs_16_rep02,01_vs_16_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs16-硝苯地平控释片30mg-亚宝-241001-Side-36h-750X-1-2.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs16-硝苯地平控释片30mg-亚宝-241001-Side-36h-750X-1-3.docx,0.129143,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,GPT-5-mini,0,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_02,01_vs_02_rep01,01_vs_02_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__02-硝苯地平控释片30mg-易释-2506K003-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__02-硝苯地平控释片30mg-易释-2506K003-Side-36h-750X-1__rep02/compare_report.docx,0.062286,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_02,01_vs_02_rep01,01_vs_02_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__02-硝苯地平控释片30mg-易释-2506K003-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__02-硝苯地平控释片30mg-易释-2506K003-Side-36h-750X-1__rep03/compare_report.docx,0.095143,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_02,01_vs_02_rep02,01_vs_02_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__02-硝苯地平控释片30mg-易释-2506K003-Side-36h-750X-1__rep02/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__02-硝苯地平控释片30mg-易释-2506K003-Side-36h-750X-1__rep03/compare_report.docx,0.043714,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_03,01_vs_03_rep01,01_vs_03_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__03-硝苯地平控释片30mg-奈特-240419111-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__03-硝苯地平控释片30mg-奈特-240419111-Side-36h-750X-1__rep02/compare_report.docx,0.171143,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_03,01_vs_03_rep01,01_vs_03_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__03-硝苯地平控释片30mg-奈特-240419111-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__03-硝苯地平控释片30mg-奈特-240419111-Side-36h-750X-1__rep03/compare_report.docx,0.047429,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_03,01_vs_03_rep02,01_vs_03_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__03-硝苯地平控释片30mg-奈特-240419111-Side-36h-750X-1__rep02/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__03-硝苯地平控释片30mg-奈特-240419111-Side-36h-750X-1__rep03/compare_report.docx,0.034571,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_04,01_vs_04_rep01,01_vs_04_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__04-硝苯地平控释片30mg-欣适平-58-240203-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__04-硝苯地平控释片30mg-欣适平-58-240203-Side-36h-750X-1__rep02/compare_report.docx,0.094857,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_04,01_vs_04_rep01,01_vs_04_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__04-硝苯地平控释片30mg-欣适平-58-240203-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__04-硝苯地平控释片30mg-欣适平-58-240203-Side-36h-750X-1__rep03/compare_report.docx,0.070571,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_04,01_vs_04_rep02,01_vs_04_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__04-硝苯地平控释片30mg-欣适平-58-240203-Side-36h-750X-1__rep02/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__04-硝苯地平控释片30mg-欣适平-58-240203-Side-36h-750X-1__rep03/compare_report.docx,0.075714,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_05,01_vs_05_rep01,01_vs_05_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1__rep02/compare_report.docx,0.164286,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_05,01_vs_05_rep01,01_vs_05_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1__rep03/compare_report.docx,0.024286,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_05,01_vs_05_rep02,01_vs_05_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1__rep02/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1__rep03/compare_report.docx,0.044857,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_06,01_vs_06_rep01,01_vs_06_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1__rep02/compare_report.docx,0.077143,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_06,01_vs_06_rep01,01_vs_06_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1__rep03/compare_report.docx,0.045143,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_06,01_vs_06_rep02,01_vs_06_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1__rep02/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1__rep03/compare_report.docx,0.076857,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_07,01_vs_07_rep01,01_vs_07_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1__rep02/compare_report.docx,0.035429,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_07,01_vs_07_rep01,01_vs_07_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1__rep03/compare_report.docx,0.025143,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_07,01_vs_07_rep02,01_vs_07_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1__rep02/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1__rep03/compare_report.docx,0.069714,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_08,01_vs_08_rep01,01_vs_08_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1__rep02/compare_report.docx,0.055714,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_08,01_vs_08_rep01,01_vs_08_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1__rep03/compare_report.docx,0.124571,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_08,01_vs_08_rep02,01_vs_08_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1__rep02/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1__rep03/compare_report.docx,0.134,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_09,01_vs_09_rep01,01_vs_09_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1__rep02/compare_report.docx,0.115429,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_09,01_vs_09_rep01,01_vs_09_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1__rep03/compare_report.docx,0.070571,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_09,01_vs_09_rep02,01_vs_09_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1__rep02/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1__rep03/compare_report.docx,0.079429,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_10,01_vs_10_rep01,01_vs_10_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1__rep02/compare_report.docx,0.056286,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_10,01_vs_10_rep01,01_vs_10_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1__rep03/compare_report.docx,0.032857,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_10,01_vs_10_rep02,01_vs_10_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1__rep02/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1__rep03/compare_report.docx,0.053714,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_11,01_vs_11_rep01,01_vs_11_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1__rep02/compare_report.docx,0.026286,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_11,01_vs_11_rep01,01_vs_11_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1__rep03/compare_report.docx,0.043429,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_11,01_vs_11_rep02,01_vs_11_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1__rep02/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1__rep03/compare_report.docx,0.047143,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_12,01_vs_12_rep01,01_vs_12_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1__rep02/compare_report.docx,0.044571,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_12,01_vs_12_rep01,01_vs_12_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1__rep03/compare_report.docx,0.058857,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_12,01_vs_12_rep02,01_vs_12_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1__rep02/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1__rep03/compare_report.docx,0.069143,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_13,01_vs_13_rep01,01_vs_13_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__13-硝苯地平控释片30mg-得欣通-2214250501-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__13-硝苯地平控释片30mg-得欣通-2214250501-Side-36h-750X-1__rep02/compare_report.docx,0.033429,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_13,01_vs_13_rep01,01_vs_13_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__13-硝苯地平控释片30mg-得欣通-2214250501-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__13-硝苯地平控释片30mg-得欣通-2214250501-Side-36h-750X-1__rep03/compare_report.docx,0.064857,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_13,01_vs_13_rep02,01_vs_13_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__13-硝苯地平控释片30mg-得欣通-2214250501-Side-36h-750X-1__rep02/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__13-硝苯地平控释片30mg-得欣通-2214250501-Side-36h-750X-1__rep03/compare_report.docx,0.091714,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_14,01_vs_14_rep01,01_vs_14_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__14-硝苯地平控释片30mg-赛新同-12401091-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__14-硝苯地平控释片30mg-赛新同-12401091-Side-36h-750X-1__rep02/compare_report.docx,0.062286,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_14,01_vs_14_rep01,01_vs_14_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__14-硝苯地平控释片30mg-赛新同-12401091-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__14-硝苯地平控释片30mg-赛新同-12401091-Side-36h-750X-1__rep03/compare_report.docx,0.055143,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_14,01_vs_14_rep02,01_vs_14_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__14-硝苯地平控释片30mg-赛新同-12401091-Side-36h-750X-1__rep02/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__14-硝苯地平控释片30mg-赛新同-12401091-Side-36h-750X-1__rep03/compare_report.docx,0.030286,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_15,01_vs_15_rep01,01_vs_15_rep02,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1__rep02/compare_report.docx,0.032286,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
Qwen3.6-plus,Qwen3.6-plus,nifedipine,01_vs_15,01_vs_15_rep01,01_vs_15_rep03,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1__rep01/compare_report.docx,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1__vs__15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1__rep03/compare_report.docx,0.038,lexical_no_reference,BERTScore skipped because no predefined reference answer was provided; lexical similarity used.,Qwen3.6-plus,1,Each point is one pairwise comparison between repeated outputs from the same model.,b,pairwise_similarity
