model,model_display_name,drug,run_id,source_folder,source_file,dimension,dimension_display_name,present,content,content_length
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_15_rep03,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1-3.docx,volume_change,Area/size change,1,"There is evidence of redistribution rather than a simple monotonic volume loss: the top is swollen (height increased locally) while the outer coating/side material has been lost as powder at the base. Net projected footprint appears slightly reduced at the intact rim but height locally increased (yellow dome). Qualitatively this is consistent with superficial swelling/extrusion followed by progressive material loss at the perimeter.

---

Projected volume of the intact core appears largely maintained (no large collapse or major swelling). However there is an apparent transfer of material from the tablet surface into loose powder at the base (local decrease in solid height at the very top rim is subtle). Net occupied area is similar but with increased peripheral debris.

---

Projected footprint of the tablet is similar to the previous frame, but there is a small net loss of top mass (evidenced by detached pellet and increased base powder) - overall volume shows a slight decrease rather than swelling. There is no indication of prior swelling followed by collapse at this time.

---

Projected occupied area/footprint has increased due to lateral spreading of the particulate plume; tablet core height remains visible but some loss of compact height is suggested at the edges. Relative to the previous frame, the occupied volume in projection has grown (wider, more flattened spread), even if the intact core still retains substantial mass.

---

Projected area of the main body is approximately conserved but there is measurable material loss as fines at the base; a yellow inner mass is extruding upwards (localized swelling/protrusion) so the visible height at the center has increased slightly while net solid volume of the compacted shell has decreased. Net trend: slight net loss of compact shell volume with an upward extrusion of core material.

---

Projected radial area remains approximately similar (cylinder still present) but there is a small apparent loss of compactness and a modest reduction in effective height compared with the prior frame (tablet appears slightly flattened at the top where yellow core is more exposed). Net trend: gradual volume loss via surface erosion rather than swelling or catastrophic collapse.

---

Projected area and apparent height remain approximately similar (no obvious swelling), but there is net material loss evidenced by an increased amount of loose powder at the base. Qualitatively: slight decrease in effective solid volume (mass-loss by surface erosion) rather than swelling or collapse.

---

Projected volume of the intact core remains largely present (cylinder still visible) but shows evidence of superficial material loss (top and edge thinning). Simultaneously, the external extrudate volume has increased and spread laterally - net occupied area around the tablet is larger. Relative trend: core volume slowly decreasing (surface eroding) while extrudate/pool volume outside the core has grown.",2974
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_15_rep03,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1-3.docx,dissolution_speed_time,Dissolution speed over time,1,"Relative to the previous timepoint, disintegration appears to be accelerating locally: more powder is shed at the base and the yellow core extrusion is larger now. The change is gradual (no single catastrophic break) but the rate of visible material loss (powder accumulation) and surface bubbling has increased between the two frames.

---

Disintegration appears to be continuing at a moderate rate; compared to the previous frame there is a modest acceleration in surface erosion (more loose powder at the base and a slightly larger extent of yellow surface material). No sudden rapid fragmentation event is visible - change is progressive.

---

The appearance of a detached pellet and increased crumb production indicates a local acceleration of mechanical disintegration at this timepoint relative to the previous frame (a stage-like fragmentation event). The process appears episodic: relatively slow erosion followed by a discrete detachment event.

---

At this late stage within the window the disintegration appears to be in an accelerated shedding phase: active, rapid particle release and lateral dispersion are evident. Compared with the prior time point, the rate of visible material liberation and plume expansion has increased - stage-wise this looks like a rapid erosion/fragmentation event rather than slow, steady dissolution.

---

Disintegration appears to be accelerating compared with the immediately previous frame: there is a clear increase in loose debris and a new, rapid change (yellow core extrusion). The sequence indicates an earlier slow surface erosion stage followed by faster core exposure and fragment shedding during the current interval.

---

Relative to the previous timepoint the disintegration appears to be slightly accelerated: more loose powder has accumulated at the base and the top coating is more exposed. The process looks like steady/accelerating surface erosion within this time window rather than a sudden fragmentation event.

---

Disintegration appears to be ongoing at a steady-to-moderately-increasing pace; the current frame shows a noticeable incremental spike in particulate release compared with the previous frame (more loose powder and the new top protrusion). No abrupt wholesale fragmentation of the whole tablet is observed - the dominant behaviour is progressive surface erosion with a localized rupture event between the previous and current frames.

---

Disintegration/delivery remains active. The critical change vs the previous frame is a continued outward growth of the extrudate but with a shift from a rising loop to a laterally spreading mound - suggesting the extrusion phase has passed its vertical-growth peak and is now spreading. Powder shedding at the base continues (more fines visible). Overall dissolution/erosion remains ongoing; the rate of new vertical extrusion appears reduced while lateral spreading and powder production continue.",2924
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_15_rep03,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1-3.docx,physical_state_change,Physical state change,1,"The tablet is transitioning from a compact solid to a mixed state: loose, powdery fragments at the exterior and a swollen, softer (possibly gel-like) yellow core extruding upward. Internal structure appears looser and more friable as outer layers delaminate; there is no evidence yet of complete conversion to a fine suspension, but paste/gel characteristics are present at the dome.

---

Top layer shows transition toward a loose, fluffy/powdery mass (possibly partially hydrated gel-like fines) while the core interior still appears solid and cohesive. Compared to previous frame the surface layer looks looser and more disrupted, but the tablet has not collapsed into a paste or fully dispersed particles.

---

Top material has transitioned from coherent coating to a looser, granular/particulate state (solid → crumbly granules). There is no evidence of gelation or a paste-like state; internal structure appears to be loosening with discrete fragments being released.

---

The solid is transitioning to a loose particulate / fibrous suspension: top layers are powdering and releasing fine particles that form a fluffy plume; internal granular constituents are exposed. Compared with the previous image, the tablet has moved further from a cohesive solid toward a cloud of suspended fine particles (looser internal structure, partial collapse of surface integrity).

---

Outer shell remains solid but highly weakened and crumbly; inner material (yellow) is less rigid and appears to be softening/swelling and extruding (transition toward a softer, possibly gel-like/putty state locally). Internal structure is loosening where the shell has been breached, with clear onset of structural breakdown at the top.

---

Material is transitioning from a coherent solid into a loose, friable powdery layer. The interior visible at the top (yellow core) remains cohesive but surface layers are becoming looser and easily detached. No gel/paste phase or swollen mass is evident.

---

Transitioning from a coherent solid to a friable, particulate surface with loose powder accumulation. The bulk still holds shape but the internal/surface structure is looser; there is no gel or paste formation visible. The new small top extrusion suggests localized internal weakening or core exposure.

---

The material expelled to the right displays a gel-like / fibrous cohesive state (continuous, soft-looking mass) rather than dry brittle fragments. The tablet interior surface appears loosened and friable (generating fine powder). Compared to the prior image, the extrudate has become more massive and settled (less tubular, more paste-like mound), indicating a transition toward a soft/gelly external phase while the core remains a granular solid with superficial loosening.",2766
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_15_rep03,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1-3.docx,dissolution_medium,Dissolution medium,1,"The medium itself remains visually clear (no bulk turbidity or colored clouding). Small bubbles adhere to the tablet surface and several rising bubbles are visible near the exposed core. Given the medium is phosphate buffer pH 6.8 at 38 °C, conditions are consistent with promoting swelling/erosion of layered/controlled-release structure; however, no visible precipitation or medium discoloration is observed in this frame.

---

Medium itself remains visually clear in the background; a few adherent droplets/bubbles are present on the tablet surface but there is no widespread turbidity in the field. The lack of medium discoloration suggests released material remains as local suspended/settled particulates rather than causing bulk clouding.

---

The surrounding medium (visible background) remains optically clear - no bulk turbidity or cloud bands are observed. Only small suspended specks (likely coarse particles) are visible near the tablet. Given the constant phosphate buffer at pH 6.8 and 38 °C, the medium shows no macroscopic signs of becoming turbid in this frame.

---

Medium appears locally turbid immediately around the tablet where the red particulate cloud is present; outside that region the medium remains visually clear (black background in images). Given the experimental medium (phosphate buffer pH 6.8, 38 °C), the observation is consistent with localized particle suspension/turbidity generated by erosion. No large-scale precipitation bands or color gradients remote from the tablet are visible.

---

Medium remains visually clear (black background) with no bulk turbidity; only local clouds of fine pink particulate close to the tablet and a few small bubbles adhering to surfaces. Given the constant phosphate buffer conditions, the medium shows no large-scale precipitation or discoloration at this stage.

---

Background/medium appears optically clear (black background, supports visible); small suspended specks are present near the tablet (likely detached particles), but there is no pronounced overall turbidity or colored clouding in the medium. Visible droplets on the support do not indicate bulk medium staining.

---

The surrounding medium (visible as the support/mesh and dark background) shows no large-scale turbidity - most change is particulate (powder) close to the tablet. Small suspended specks are more apparent in the current frame compared with the previous one, implying slight increase in suspended particles but the medium remains visually clear overall. Given the set conditions (phosphate buffer pH 6.8, 38 °C) the medium does not show broad discoloration or precipitation in these frames.

---

The visual medium remains clear with no widespread turbidity; the only clouding is the orange extrudate localized at the tablet. Small droplets under the grid are visible but do not show general discoloration of the bath. Given the phosphate buffer pH 6.8 at 38 °C, there are no image cues of medium-driven clouding beyond the localized suspension/dispersion of tablet material.",3036
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_15_rep03,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1-3.docx,fragment_distribution_density,Fragment distribution density,1,"Fragments are concentrated at the tablet base (ring of pink powder directly surrounding the footprint). Particle sizes are mostly fine granules and small chunks; density is highest adjacent to the tablet and has not dispersed uniformly into the medium. Compared with the previous frame there is increased accumulation of loose powder and a greater number of small fragments immediately around the base; no wide dispersion or sediment layering away from the tablet is visible.

---

Fragments and fines are concentrated at the tablet perimeter and directly beneath it (a collar of pink powder). Fragmentation is dominated by many fine particles rather than a few large pieces; density of fines at the base has increased since the previous frame and particles remain localized (not uniformly dispersed across the image).

---

Fragments and fine powder are concentrated at the tablet perimeter and just beneath it (a clear powder ring). Fragment density is high locally and not uniformly dispersed across the field. A single larger fragment/pellet has been ejected (visible above the tablet), while numerous small pink crumbs remain near the base - indicates a mix of one larger detachment plus many fine particles.

---

Fragments are concentrated at and immediately down-stream of the tablet: a dense mound of pink/red powder sits at the base and a high-density plume extends laterally and upward. Particle sizes appear predominantly fine (powder/fuzzy microfragments) with fewer larger chunks; fragment count and area of spread are larger than in the previous frame - there is clear increase in fine-particle density near the tablet and within the plume, with some sedimentation at the base.

---

Fragments and fines are concentrated at the tablet base and along the immediate contact line on the grid; many small particles remain clustered near the front and slightly under the tablet rather than uniformly dispersed. Fragment size distribution favors very fine dust and small flakes; local particle density near the base has increased relative to the previous frame.

---

Fragments are concentrated around the tablet perimeter and immediately underneath it on the support grid; they are predominantly fine and powdery (high count, small area each). There is no uniform dispersion across the field - particle density is high locally around the tablet base and low further away. No clear sedimentation layer in the medium is seen.

---

Fragments and fines are concentrated at the tablet base and just around the original footprint; the current frame shows a higher density of fine powder immediately adjacent to and under the tablet compared with the previous frame. Fragment sizes are mostly fine powder and small crumbs rather than large discrete pieces; there are some small airborne/suspended specks visible in the current image but no uniform dispersion across the field - density is locally high near the tablet and low farther away.

---

Fragments are predominantly fine powder (small particles) concentrated immediately around the tablet base and along the grid under the tablet. There are few if any large detached chunks - particle density is highest adjacent to the tablet on the right where the extrudate and powder accumulate; the debris has not dispersed uniformly across the frame. Compared with the previous frame, the area of high particle density has broadened laterally as the extrudate and powder spread.",3429
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_16_rep01,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs16-硝苯地平控释片30mg-亚宝-241001-Side-36h-750X-1-1.docx,color_change,Color change,1,"The tablet shows a clear localized color change compared with earlier frames: a yellow, swollen dome has developed on the upper surface while the original pink body is still visible around the sides and as loose pink powder at the base. Color change is spatially localized (top dome and rim) rather than diffused through the whole medium; the surrounding medium remains visually colorless/clear (no bulk staining). Small reflective bubbles appear on the tablet surface.

---

Tablet shows a red/orange core with a bright yellow→yellow-green accretion on the top. Compared with the previous frame the yellow/green material has become slightly more extensive and slightly more saturated, spreading a little farther down the upper rim. The pink powder at the base remains visibly pink and unchanged in hue. The color changes are localized to the tablet (top and rim) and to the immediate powder ring at the base; the bulk medium appears dark/clear so no large diffuse color in the medium is observed.

---

Tablet body remains a saturated orange-red; the upper surface is covered by a mottled yellow-green powdery layer with pink/rubbery rim material. Compared with the previous frame the color distribution is slightly more heterogeneous on top (more exposed yellow-green granular material) and there is more loose pink powder at the tablet base. No large-scale color change in the surrounding medium (background remains dark/black) - coloration is localized to the tablet and its immediate powder halo.

---

Tablet color remains dominantly orange-red across frames; the red pigment has become more diffusely distributed as a fine powder cloud around and downstream of the tablet. A persistent white/cream layer with small yellow/beige inclusions is still visible on the tablet top but is increasingly bordered and partially covered by redistributed red powder. The color change is spatially shifting from a concentrated tablet core to a diffused red haze extending outward (localized origin at the tablet, diffused throughout the immediate surrounding medium).

---

Outer coating remains dominantly pink but a yellow inner layer/core is now clearly exposed at the top and through the side. Color change is localized (yellow shows through cracks/eroded areas) rather than homogeneously diffused into the medium. Small airborne pink particles are visible around the tablet; the surrounding medium remains visually dark/clear with only fine suspended particulates.

---

Tablet body is uniformly pink with a small yellow mound/exposed core at the top. A pink powder layer and loose pink crumbs surround the tablet base. The background/medium is black (no visible bulk liquid or colouration). No diffuse colouring or turbidity of the surrounding medium is visible; the colour change is localized to the tablet surface and the immediate area around its base.

---

Tablet remains dominantly pink/red with a small yellow region visible on the top. Compared with the previous frame the yellow spot is slightly more exposed and there is pink/red powder appearing in the air above the tablet (localized plume). The surrounding medium remains visually clear/black (no bulk discoloration or diffused tint across the medium) - color change is localized to the tablet and airborne particulates rather than distributed through the whole liquid.

---

Tablet body remains a pale pink/white dust-covered cylinder while a strong orange-red plume of particulate is being emitted and blankets the base. The red/orange color is highly localized around the tablet (plume and puddle) and has become more saturated and extensive compared with the previous frame - the expelled material is visibly more intensely colored and dense, but the bulk medium beyond the immediate vicinity remains dark/clear (no diffuse whole-chamber coloration).",3816
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_16_rep01,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs16-硝苯地平控释片30mg-亚宝-241001-Side-36h-750X-1-1.docx,shape_change,Shape change,1,"Compared with the prior frame, the tablet outline has become more irregular: the top is no longer a smooth, symmetric cap but shows a pronounced bulge on one side and an eroded rim. The body remains roughly cylindrical but portions of the outer rim have crumbled away, creating a ragged, partially missing edge and accumulating fragments at the base.

---

Overall cylindrical outline remains intact - no large-scale breakup. Compared to the preceding frame the tablet shows small irregularities at the top rim where yellow material protrudes; edges appear a bit more ragged but there is not yet multiple large fragments separating from the core. The dominant progression is intact → increasing edge irregularity and localized surface loss rather than full fragmentation.

---

Overall circular outline of the main tablet core is still present, but the top surface has lost its regular domed shape and become an irregular mound of loose material. The most critical change vs. the previous image is a detached fragment (small orange pellet/clod) clearly separated above the tablet - a discrete ejection event. The base shows increased irregularity from accumulated loose fragments, indicating progression from intact → partially missing → active fragmentation.

---

Original round/disk outline is losing its regular outline. Compared with the previous frame, the current frame shows more extensive loss of the defined perimeter with material flowing/streaming to the right and an arched vertical column that has bent over - progression: intact disk → partially eroded rim with emerging plume → pronounced fragmentation and lateral spread with bent plume.

---

Tablet retains an overall cylindrical outline but has become more irregular: outer edges are eroded and portions of the rim have flaked away. Compared with the previous frame, the current image shows increased edge irregularity and partial loss of the smooth rim rather than complete fragmentation into many large pieces.

---

The overall cylindrical outline remains recognizably intact, but the outer rim and bottom skirt show clear material loss. Compared with the previous frame in the sequence, there is more detached material at the tablet perimeter: the tablet has progressed from a mostly whole cylinder to a cylinder with eroded edges and accumulating peripheral fragments (partial missing/crumbly skirt rather than many large separated fragments).

---

Overall cylindrical outline is still recognizable but the top shows localized material loss and the lower edge has produced a ring of fallen powder. Compared with the previous frame the most critical change is the emergence of an arcing filament/plume of tablet material rising from the top and a slightly more pronounced irregularity at the top surface - shape is moving from intact-with-surface-erosion to localized fragile/fragmenting features while the main body remains largely intact.

---

The overall cylindrical outline is still recognizable but is more eroded: top edges are irregular and parts of the rim are missing. Compared with the previous time point, there is increased loss of coherent material from the rim and more material has detached to form an external plume/puddle. The critical change vs. the previous frame is a larger-scale detachment of material producing a prominent external cloud and base spreading (movement from intact→heavily eroded / partial fragmentation).",3418
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_16_rep01,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs16-硝苯地平控释片30mg-亚宝-241001-Side-36h-750X-1-1.docx,surface_texture_change,Surface texture change,1,"Surface has progressed from a relatively compact rough finish to a much more friable, crumbly texture. The top dome looks smoother/gel-like (yellow), while the rim and side surfaces show loose, powdery erosion with fine particulate deposits; tiny adhered bubbles are visible on the surface. Overall the texture indicates progressive surface disintegration and formation of a soft/crumbly outer layer.

---

Surface has become noticeably more granular and fuzzy on the top: a porous, crumbly yellow/green matt has developed. The mid-wall still shows fine granular erosion (powdery texture). Compared to the previous frame the top fuzz/porosity is slightly thicker and more pronounced; small pits and a dusting of fines on the sidewall are more evident.

---

Surface texture is strongly granular and rough with clear powdering; the top shows fluffy/granular deposits (yellow-green) and the rim exhibits flaky/powdery erosion. Compared to the prior frame the surface appears coarser and more disrupted (looser granules and more exposed interior particles), consistent with ongoing surface erosion and detachment of cohesive pieces.

---

Surface has evolved from a relatively granular outer crust to a much fuzzier, fibrous-looking surface with many loose micro-particles. Crumbly/flake-like erosion at the rim and top is more extensive now; the top white layer shows more exposed granular inclusions. Compared to the previous frame the surface appears more aerated and 'fuzzy' (higher apparent roughness and loose particulates).

---

Surface is very rough and powdery with a thick flaky crust. Between the previous and current frame the crust appears more eroded and granular; more loose powder has separated from the surface. No smooth/compact coating remains at the eroded areas - texture is dominated by porous, flaky debris.

---

Surface has become very rough and highly porous/crumbly - a dense coating of fine particulate is adhered to the sides and top. Fine flaky/granular structures dominate; small cavities and irregularities are present. Compared to the previous image, the texture appears marginally more pulverized (increased fine dust and loosening of the surface layer).

---

Surface is coarse and highly granular with obvious powdery/crumbly texture. Compared to the previous image the surface appears to shed more fine particles (increased dusting) and a filamentous cloud indicates small cohesive clumps breaking away. No smooth/gelled appearance; texture is increasingly flaky and porous.

---

Surface appears very rough and powdery with loose flaky/crusty layers; many fine particles are shedding from the surface. Relative to the previous image the surface shows increased micro-roughness and more active particle shedding (visual increase in fine particulate density around the surface). No smooth/gelled layer is visible - texture is dominated by friable powder.",2888
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_16_rep01,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs16-硝苯地平控释片30mg-亚宝-241001-Side-36h-750X-1-1.docx,volume_change,Area/size change,1,"The tablet appears to exhibit localized swelling (notably the yellow dome on top) while losing material at the rim and base. Projected footprint is similar but effective occupied volume is mixed: a small increase in local height (top bulge) concurrent with net material loss as powder accumulates around the tablet - net tablet solid mass likely decreasing despite the top swelling.

---

Projected footprint of the compact core is largely preserved (no clear loss of overall diameter). The tablet shows top swelling/accumulation (more vertical fuzz) but no collapse - volume trend appears roughly stable to slight local increase (top accretion) while mass is shedding as surface powder at the base.

---

Projected tablet core remains largely present (no large reduction of overall footprint), but surface material has been lost into a surrounding powder ring. The dominant qualitative trend is local material loss at the top (and slight reduction in coherent top thickness) while the main cylindrical core still occupies similar lateral space - net small volume loss concentrated at the top and rim.

---

Projected footprint has increased as material spreads laterally, while the central solid core height appears reduced relative to earlier frame (loss of compact height with concurrent lateral spread). Qualitatively: apparent flattening and increase in spread area with net decrease in intact tablet bulk/height.

---

Projected volume/height shows little gross shrinkage yet, but localized collapse at the rim and loss of material at the base has reduced the occupied solid mass. The core appears slightly bulged upward (yellow protrusion) suggesting internal swelling while overall mass at the perimeter is being lost as powder.

---

No evidence of bulk swelling; projected footprint stays similar but there is a small net loss of material at the base due to shedding. Qualitatively the tablet shows slight volume reduction (loss of outer material) rather than swelling-then-collapse behavior at this stage.

---

Projected bulk volume of the main tablet body has only a small net decrease (most material loss is surface-level). Compared with the previous frame there is modest surface erosion and accumulation of powder at the base, suggesting slight net mass loss but no major collapse or swelling - the dominant change is surface detachment rather than dramatic shrinking of the core.

---

Projected solid-core volume appears to be decreasing: the intact central cylinder is slightly reduced in apparent thickness/edge definition while a larger volume of material is redistributed around the base as a thin, dense puddle and airborne plume. Compared with the prior time point, cohesive solid volume has declined (loss > redistribution) rather than swelling; net solid mass is being lost into dispersed particles.",2825
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_16_rep01,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs16-硝苯地平控释片30mg-亚宝-241001-Side-36h-750X-1-1.docx,dissolution_speed_time,Dissolution speed over time,1,"Relative to the immediately previous frame, disintegration appears to be accelerating: more visible powder ejection at the base, increased surface roughness and greater number of surface bubbles. The most obvious stage-wise change is onset/intensification of rim erosion and powder shedding between the previous and current image.

---

Disintegration appears moderate and continuing; between the previous frame and current the rate of surface erosion and powder shedding has increased slightly (more fines and greater top fuzz). No sudden fragmentation event is observed - change is gradual but with a small acceleration in surface loss between frames.

---

Relative to the previous time point the disintegration rate appears to have accelerated: the visible ejection/detachment event and increased quantity of loose fragments at the base indicate a stage of rapid mechanical break-off. Prior frames showed progressive surface powdering; current frame shows a sudden discrete fragmentation event followed by more base debris.

---

Disintegration/detachment rate appears to be accelerating between the previous and current frame - there is a clear rapid increase in the amount of detached fine material and lateral spread. The most critical change is the sudden increase in particulate ejection and lateral dispersion (faster fragmentation and transport compared to previous frame).

---

Disintegration appears to be accelerating between the previous and current frames: noticeably more powder at the base and greater exposure of the yellow core in the current image. The process has moved from slow surface erosion to faster crust shedding and core exposure within this time window.

---

Disintegration appears to be actively ongoing and slightly accelerating relative to the previous frame (increased powder shedding and accumulation at the base). The process is in an erosion/fragmentation stage rather than an initial intact period - no sudden fragmentation event is visible here, but steady erosion of the outer layer is evident.

---

Disintegration appears to be accelerating at this time point relative to the previous frame: the sudden appearance of an airborne plume/filament and increased powder fall-off indicate a step-change to a faster erosion/fragmentation phase within this 18.75-26.25 h window. Earlier frames showed slower, steady surface dusting; current frame shows more rapid particulate release.

---

Disintegration appears to be accelerating at this stage - a marked increase in particulate emission and pooling occurred since the previous frame, indicating a transition from slow surface erosion to rapid shedding/fragmentation within this 28.1-35.6 h window. This looks like a late-stage rapid-release event rather than steady slow dissolution.",2775
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_16_rep01,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs16-硝苯地平控释片30mg-亚宝-241001-Side-36h-750X-1-1.docx,physical_state_change,Physical state change,1,"Transition from intact solid toward a combination of swollen/soft top and loose crumbly particulate at the periphery. The interior still retains bulk shape but the outer structure has become looser and is breaking down into fine particles and a soft dome - consistent with partial conversion to a paste/soft mass at the top and powdering at the edges.

---

Solid core with formation of a looser, crumbly/gel-like outer layer on top. The internal core remains coherent; the outer layer is becoming looser and more friable (transition: intact solid → surface- softened/crumbly layer). No transition to fully dispersed fine particulates throughout the medium yet.

---

Transition from a mostly-solid coated tablet to a mixed state: a remaining coherent core plus a loose, friable granular surface (powder/clumps) and at least one detached cohesive fragment. Internal structure appears looser near the surface (more porous/granular); the core has not yet fully collapsed to a paste or fine suspension.

---

Transition from a cohesive solid disk toward a loose, partially gelled/pasty outer layer and ultimately a suspended fine-particle cloud is evident. The tablet core is becoming looser and more friable; compared to the previous frame the outer material is more extensively converted into a fluffy/particle phase and a thin paste-like layer at the base.

---

State is transitioning from a mostly intact, coated solid to a composite of flaky/powdery outer material plus a softer/swollen inner core (yellow). The internal structure is looser and beginning to yield - not yet fully paste-like but clearly breaking down internally.

---

Transition from a compact solid to a looser, crumbly solid with generation of fine particulates. The interior still retains a coherent cylindrical core, but the surface layers have become friable; no gel- or paste-like state is observed in these images.

---

Transition from a brittle but mostly intact solid to a more loosely bound, crumbly solid with active particle release. The internal structure appears to have loosened (more friable), producing fine particles and small cohesive filaments; no complete gel/paste state is observed - the tablet is fragmenting and producing fine particulate matter.

---

Internal structure has loosened and is transitioning from a consolidated solid to a cloud/pasty bed of fine particles; material around the base forms a dense particulate slurry while the remaining core is crumbly. Compared with the previous frame, the tablet shows clearer breakdown into fine particulate (solid → loosened/particulate slurry), not a hydrated gel.",2612
gpt-5-mini,GPT-5-mini,nifedipine,01_vs_16_rep01,chat gpt,01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs16-硝苯地平控释片30mg-亚宝-241001-Side-36h-750X-1-1.docx,dissolution_medium,Dissolution medium,1,"The bulk medium remains visually clear (black background) with no large-scale turbidity; only small, discrete bubbles and suspended micro-particles are visible near the tablet surface. Given the pH 6.8 phosphate buffer and 38 °C, the medium appears to be dissolving/coating away outer layers without producing colored or turbid bulk suspension at this time point.

---

Medium itself appears clear/black background; presence of small adhering bubbles on the tablet and many suspended fine particles near the base indicate local turbidity around the tablet. Compared with the previous frame there are slightly more adhered bubbles and a marginal increase in near-tablet particulate cloud, suggesting continued local particle release into the medium.

---

The surrounding medium appears optically clear/black in these images (no visible bulk turbidity or colored streaks). Visible changes are particulate (powder settling on the support) rather than medium-clouding. Given the experimental medium (pH 6.8 buffer at 38 °C) any solubilized components are not producing observable discoloration in the field of view - effects are localized as solid particulates.

---

The surrounding medium/background is visually dark (low contrast), but the presence of a suspended red particulate plume and increased fine sediment on the surface indicates medium now contains a high particle load near the tablet. No large-scale color change of the bulk medium is visible, but localized turbidity (dense particle cloud) is present and has increased since the previous frame.

---

Medium remains visually clear/black in the field of view; only small suspended particulates and a faint cloud of powder are visible near the tablet. No bulk turbidity or colored dissolution front is observed in the frame. Given pH 6.8 and warm temp (38 °C) used in the experiment, the medium appears to permit surface erosion without producing widespread medium discoloration at this stage.

---

No bulk medium is visible in the frame (black background), so no signs of medium clouding, streaks, or colour diffusion are seen. Given the experiment medium (pH 6.8 phosphate buffer at 38 °C), the observed surface erosion and powder release are consistent with medium-driven outer-layer dissolution, but no direct medium turbidity can be confirmed from this image.

---

Medium remains visually clear (no bulk turbidity or color change). The only medium-related change is localized suspended particulates (a small cloud above and around the tablet) and settling powder at the support surface. Given the phosphate buffer (pH 6.8) and 38 °C test conditions, the medium is not visibly cloudy but is carrying suspended tablet debris; no widespread precipitation or medium staining is evident.

---

Medium immediately adjacent to tablet is highly turbid with red/orange suspended particles and a dense local cloud; beyond that locality the medium remains visually clear/black background. Given the phosphate buffer and elevated temperature, the medium appears to promote particle detachment and suspension but no widespread coloration or precipitation bands are visible - turbidity is spatially confined to the tablet vicinity and increases compared to the previous frame.",3230
