"check_type","repo_path","status","original_path","copied_status","notes"
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_20.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig4_projected_area_timecourse_all9_markerlight_marker_positions.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_21.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig4_projected_area_timecourse_all9_markerlight_plotting_table.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_22.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig4_projected_area_timecourse_all9_markers.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_23.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig4_projected_area_timecourse_all9_plotting_table.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_24.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig4_projected_area_timecourse_all9_processed.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_25.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig4_projected_area_timecourse_all9_smoothed_plotting_table.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_26.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig4_projected_area_timecourse_all9_smoothed_v2_plotting_table.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_27.csv","PASS","D:\Claude code\nature_comm_figures\outputs\qc\fig4_projected_area_timecourse_all9_markerlight_method.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_28.csv","PASS","D:\Claude code\nature_comm_figures\outputs\qc\fig4_projected_area_timecourse_all9_qc.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_29.csv","PASS","D:\Claude code\nature_comm_figures\outputs\qc\fig4_projected_area_timecourse_all9_smoothed_method.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_3.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig4_projected_area_timecourse_all9.svg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_30.csv","PASS","D:\Claude code\nature_comm_figures\outputs\qc\fig4_projected_area_timecourse_all9_smoothed_v2_method.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_31.csv","PASS","D:\Claude code\nature_comm_figures\outputs\source_data\fig4_projected_area_combined_source.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_32.csv","PASS","D:\Claude code\nature_comm_figures\outputs\stats\fig4_projected_area_timecourse_all9_stats.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_33.csv","PASS","D:\data\vedio\空白\processed_area_csv\01-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-2_projected_area.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_34.csv","PASS","D:\data\vedio\空白\processed_area_csv\01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1_projected_area.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_35.csv","PASS","D:\data\vedio\空白\processed_area_csv\01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1_projected_area.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_36.csv","PASS","D:\data\vedio\空白\processed_area_csv\02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1_projected_area.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_37.csv","PASS","D:\data\vedio\空白\processed_area_csv\02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1_projected_area.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_38.csv","PASS","D:\data\vedio\空白\processed_area_csv\02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1_projected_area.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_39.csv","PASS","D:\data\vedio\空白\processed_area_csv\03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2_projected_area.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_4.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig4_projected_area_timecourse_all9_corrected_mapping.pdf","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_40.csv","PASS","D:\data\vedio\空白\processed_area_csv\03-pH4.5T-亲水凝胶空白制剂-251203-Side-24h-750X-1_projected_area.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_41.csv","PASS","D:\data\vedio\空白\processed_area_csv\03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1_projected_area.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_42.csv","PASS","D:\data\vedio\空白\processed_area_csv\fig4_projected_area_combined.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_43.csv","PASS","E:\桌面\办公\符\论文\药学大模型推进\图\数据处理\4a\fig4_projected_area_timecourse_all9_corrected_mapping.png","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_44.csv","PASS","E:\桌面\办公\符\论文\药学大模型推进\图\数据处理\4a\fig4_projected_area_timecourse_all9_corrected_mapping.svg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_5.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig4_projected_area_timecourse_all9_corrected_mapping.png","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_6.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig4_projected_area_timecourse_all9_corrected_mapping.svg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_7.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig4_projected_area_timecourse_all9_markerlight.pdf","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_8.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig4_projected_area_timecourse_all9_markerlight.png","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/blank_formulation_projected_area_9.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig4_projected_area_timecourse_all9_markerlight.svg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig3_model_metrics.csv","PASS","D:\Claude code\nature_comm_figures\data\processed\fig3_model_runs_long_by_dimension.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig3_model_metrics_10.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig3_quality_panel_a_plotting.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig3_model_metrics_11.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig3_quality_panel_b_plotting.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig3_model_metrics_12.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig3_quality_panel_c_plotting.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig3_model_metrics_13.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig3_quality_prepared_source_rows.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig3_model_metrics_2.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig3_model_performance_processed.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig3_model_metrics_3.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig3_model_performance_revised_colors.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig3_model_metrics_4.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig3_model_performance_revised_summary.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig3_model_metrics_5.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig3_model_performance_summary.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig3_model_metrics_6.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig3_pairwise_similarity_processed.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig3_model_metrics_7.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig3_panel_a_completeness_plotting.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig3_model_metrics_8.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig3_panel_b_similarity_plotting.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig3_model_metrics_9.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig3_panel_c_quality_plotting.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_relative_early_release.pdf","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_10.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_relative_revised.pdf","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_11.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_relative_revised.png","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_12.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_relative_revised.svg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_13.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_release.pdf","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_14.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_release.png","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_15.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_release.svg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_16.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_release_0to8h_revised.pdf","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_17.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_release_0to8h_revised.png","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_18.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_release_0to8h_revised.svg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_19.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_release_revised.pdf","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_2.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_relative_early_release.png","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_20.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_release_revised.png","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_21.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_release_revised.svg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_22.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_relative_early_release_revised_source_data.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_23.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_relative_early_release_revised_summary.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_24.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_relative_early_release_summary.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_25.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_release_auc_values.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_26.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_release_curves_summary.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_27.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_release_uv_processed.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_28.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_timecourse_relative_file_level.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_29.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_timecourse_relative_summary.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_3.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_relative_early_release.svg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_30.csv","PASS","D:\Claude code\nature_comm_figures\outputs\stats\fig5b_relative_early_release_stats.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_31.csv","PASS","E:\桌面\办公\符\论文\药学大模型推进\图\数据处理\5b\fig5b_relative_early_release_revised.png","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_32.csv","PASS","E:\桌面\办公\符\论文\药学大模型推进\图\数据处理\5b\fig5b_relative_early_release_revised.svg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_4.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_relative_early_release_revised.pdf","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_5.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_relative_early_release_revised.png","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_6.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_relative_early_release_revised.svg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_7.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_relative_early_release_technical_measurements.pdf","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_8.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_relative_early_release_technical_measurements.png","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5_uv_relative_release_9.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_relative_early_release_technical_measurements.svg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_auc_file_level.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_auc_file_level.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_auc_measurement_level.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_auc_measurement_level.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_interval_fraction_checked.pdf","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_interval_fraction_checked.pdf","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_interval_fraction_checked.png","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_interval_fraction_checked.png","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_interval_fraction_checked.svg","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_interval_fraction_checked.svg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_interval_fraction_checked_2.png","PASS","E:\桌面\办公\符\论文\药学大模型推进\图\数据处理\5b\fig5b_interval_fraction_checked.png","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_interval_fraction_checked_2.svg","PASS","E:\桌面\办公\符\论文\药学大模型推进\图\数据处理\5b\fig5b_interval_fraction_checked.svg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_interval_fraction_corrected.pdf","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_interval_fraction_corrected.pdf","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_interval_fraction_corrected.png","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_interval_fraction_corrected.png","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_interval_fraction_corrected.svg","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_interval_fraction_corrected.svg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_interval_fraction_corrected_file_level.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_interval_fraction_corrected_file_level.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_interval_fraction_corrected_summary.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_interval_fraction_corrected_summary.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_interval_fraction_file_sums.csv","PASS","D:\Claude code\nature_comm_figures\outputs\qc\fig5b_interval_fraction_file_sums.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_interval_fraction_group_sums.csv","PASS","D:\Claude code\nature_comm_figures\outputs\qc\fig5b_interval_fraction_group_sums.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_interval_fraction_plotting_table_checked.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_interval_fraction_plotting_table_checked.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_revised_color_assignments.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_revised_color_assignments.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_technical_measurement_summary.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_technical_measurement_summary.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_timecourse_file_level_curves.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_timecourse_file_level_curves.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_timecourse_interval_fraction_file_level.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_timecourse_interval_fraction_file_level.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_timecourse_interval_fraction_revised.pdf","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_interval_fraction_revised.pdf","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_timecourse_interval_fraction_revised.png","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_interval_fraction_revised.png","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_timecourse_interval_fraction_revised.svg","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_interval_fraction_revised.svg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_timecourse_interval_fraction_summary.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_timecourse_interval_fraction_summary.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_timecourse_normalized_main.pdf","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_normalized_main.pdf","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_timecourse_normalized_main.png","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_normalized_main.png","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_timecourse_normalized_main.svg","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5b_timecourse_normalized_main.svg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_timecourse_normalized_main_summary.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_timecourse_normalized_main_summary.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_timecourse_summary.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_timecourse_summary.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_timecourse_summary_0to8h_revised.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_timecourse_summary_0to8h_revised.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/fig5b_timecourse_summary_revised.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5b_timecourse_summary_revised.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records.csv","PASS","D:\Claude code\nature_comm_figures\data\raw\fig5a_formulation_ratios - glc.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_10.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5a_formulation_ratio_glc_reference_line.pdf","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_11.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5a_formulation_ratio_glc_reference_line.png","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_12.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5a_formulation_ratio_glc_reference_line.svg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_13.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5a_formulation_ratio_reference_line.pdf","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_14.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5a_formulation_ratio_reference_line.png","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_15.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5a_formulation_ratio_reference_line.svg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_16.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5a_formulation_ratio_revised.pdf","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_17.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5a_formulation_ratio_revised.png","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_18.csv","PASS","D:\Claude code\nature_comm_figures\outputs\figures\fig5a_formulation_ratio_revised.svg","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_19.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5_optimized_formulation_validation_summary.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_2.csv","PASS","D:\Claude code\nature_comm_figures\data\raw\fig5a_formulation_ratios.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_20.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_glc_colors.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_21.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_glc_processed.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_22.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_glc_reference_line_colors.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_23.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_glc_reference_line_processed.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_24.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_glc_reference_line_summary.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_25.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_glc_summary.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_26.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_reference_line_colors.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_27.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_reference_line_processed.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_28.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_reference_line_summary.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_29.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_revised_colors.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_3.csv","PASS","D:\Claude code\nature_comm_figures\data_templates\fig5a_formulation_ratios_template.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_30.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_revised_processed.csv","copied","Manifest-listed copied/generated file exists."
"manifest_listed_file_exists","processed_data/mygo_recommendation_records_31.csv","PASS","D:\Claude code\nature_comm_figures\outputs\processed\fig5a_formulation_ratio_revised_summary.csv","copied","Manifest-listed copied/generated file exists."
